"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.233940490E1,-1.112987399E0,-1.883868814E0,2.055282593E0,3.001980878E0
2.234444030E1,-1.302334309E0,-1.814503789E0,1.466277122E0,2.671791019E0
2.234947570E1,-1.475944519E0,-1.763146758E0,8.909645081E-1,2.465951433E0
2.235454162E1,-1.645854712E0,-1.777355194E0,5.921077728E-2,2.423083807E0
2.235960754E1,-1.776289582E0,-1.687908411E0,-8.111782074E-1,2.581133388E0
2.236467346E1,-1.913467050E0,-1.608064890E0,-1.476284027E0,2.902868128E0
2.236970886E1,-2.017284870E0,-1.588433862E0,-2.056135178E0,3.289415183E0
2.237471374E1,-2.092649460E0,-1.549116611E0,-2.658560753E0,3.721140862E0
2.237974914E1,-2.185613394E0,-1.444695830E0,-3.235650063E0,4.163350007E0
2.238481506E1,-2.258464336E0,-1.376814246E0,-3.775647163E0,4.609966391E0
2.238988097E1,-2.323512077E0,-1.250446916E0,-4.259810448E0,5.010819385E0
2.239494689E1,-2.328225851E0,-1.131276250E0,-4.597678185E0,5.276273899E0
2.239998229E1,-2.336919546E0,-1.061180830E0,-4.976335526E0,5.599215390E0
2.240501769E1,-2.348891735E0,-9.776728153E-1,-5.386396408E0,5.957046481E0
2.241008361E1,-2.308143616E0,-9.042448997E-1,-5.746857643E0,6.258718604E0
2.241511901E1,-2.180430889E0,-8.367862701E-1,-6.015317917E0,6.452793175E0
2.242012389E1,-2.043307304E0,-8.010811806E-1,-6.161203384E0,6.540432932E0
2.242518981E1,-1.947608113E0,-8.043601513E-1,-6.180152893E0,6.529507056E0
2.243022521E1,-1.820846796E0,-8.009073734E-1,-6.000780106E0,6.321890346E0
2.243529113E1,-1.689378858E0,-8.341197968E-1,-5.735676765E0,6.037196760E0
2.244035705E1,-1.630628228E0,-8.826887608E-1,-5.434993744E0,5.742581725E0
2.244539245E1,-1.655223966E0,-8.684024811E-1,-5.055405617E0,5.389899368E0
2.245042785E1,-1.646619558E0,-9.044318199E-1,-4.541726112E0,4.914939365E0
2.245549377E1,-1.610344648E0,-9.366323948E-1,-4.032477379E0,4.441999993E0
2.246052917E1,-1.631211638E0,-9.759223461E-1,-3.520025253E0,4.000481673E0
2.246559509E1,-1.582276583E0,-9.295079708E-1,-2.973152161E0,3.493882943E0
2.247063049E1,-1.523657084E0,-9.448261261E-1,-2.597150803E0,3.155854814E0
2.247566589E1,-1.469661355E0,-1.012958050E0,-2.150123596E0,2.794462379E0
2.248073180E1,-1.384563446E0,-1.041281223E0,-1.672616959E0,2.408096761E0
2.248576721E1,-1.357846141E0,-1.069581747E0,-1.200138092E0,2.104300999E0
2.249080261E1,-1.239024639E0,-1.072270632E0,-8.569030762E-1,1.849115801E0
2.249586852E1,-1.140852571E0,-1.057260156E0,-5.780277252E-1,1.659355199E0
2.250087341E1,-1.023609161E0,-1.040141702E0,-3.870925903E-1,1.509805003E0
2.250593932E1,-9.494226575E-1,-9.650468826E-1,-2.794151306E-1,1.382313887E0
2.251100524E1,-8.591684699E-1,-8.780162334E-1,2.740097046E-2,1.228752937E0
2.251604064E1,-7.271158695E-1,-8.085054159E-1,1.123580933E-1,1.093161853E0
2.252110656E1,-6.032325029E-1,-7.465652227E-1,1.597404480E-1,9.730190621E-1
2.252611144E1,-5.332188010E-1,-6.376682520E-1,2.485857010E-1,8.676047142E-1
2.253117736E1,-5.531088114E-1,-4.741853476E-1,1.778392792E-1,7.499386043E-1
2.253624328E1,-6.574185491E-1,-2.944159508E-1,8.876037598E-2,7.257811689E-1
2.254124816E1,-7.307633162E-1,-1.340658665E-1,-6.177997589E-2,7.455236054E-1
2.254631408E1,-7.471637726E-1,-4.160881042E-3,-3.503580093E-1,8.252404199E-1
2.255138000E1,-8.278951645E-1,2.202069759E-1,-3.656482697E-1,9.314505745E-1
2.255638488E1,-9.227230549E-1,3.763927221E-1,-2.849359512E-1,1.036473740E0
2.256145080E1,-9.308174849E-1,4.669795036E-1,-4.168653488E-1,1.121725352E0
2.256651672E1,-8.612374067E-1,5.640677214E-1,-5.962514877E-1,1.189713454E0
2.257155212E1,-8.476002812E-1,7.038024664E-1,-6.796264648E-1,1.294471429E0
2.257658752E1,-7.939565778E-1,7.644580603E-1,-7.532691956E-1,1.334982267E0
2.258165344E1,-7.261740565E-1,8.520798683E-1,-1.013420105E0,1.510095749E0
2.258668884E1,-7.704813480E-1,9.909467697E-1,-8.071365356E-1,1.492342586E0
2.259175475E1,-7.262592316E-1,1.008679867E0,-6.347141266E-1,1.395617988E0
2.259675964E1,-5.862493515E-1,9.647026062E-1,-7.184238434E-1,1.338085288E0
2.260179504E1,-5.128660798E-1,9.574496746E-1,-7.997636795E-1,1.348837810E0
2.260683044E1,-4.978433251E-1,9.917548895E-1,-5.871038437E-1,1.255434849E0
2.261186584E1,-4.415777326E-1,9.500370026E-1,-3.293781281E-1,1.098203602E0
2.261693176E1,-3.849120140E-1,9.826066494E-1,-2.728548050E-1,1.090010473E0
2.262196716E1,-2.315261960E-1,9.525945187E-1,-2.140398026E-1,1.003421015E0
2.262703307E1,-1.353529096E-1,9.176414013E-1,-2.508993149E-1,9.609040627E-1
2.263209899E1,-6.274455786E-2,9.209659100E-1,-1.490383148E-1,9.350548145E-1
2.263716491E1,1.975494623E-2,8.809875250E-1,-1.046724319E-1,8.874038512E-1
2.264220031E1,5.963867903E-2,8.837997913E-1,-1.727190018E-1,9.024913832E-1
2.264723571E1,1.216118932E-1,8.816354275E-1,6.058979034E-2,8.920434980E-1
2.265230163E1,2.528747916E-1,7.858078480E-1,1.024112701E-1,8.318219175E-1
2.265733703E1,3.120567799E-1,7.704277039E-1,1.347637177E-1,8.420804833E-1
2.266240295E1,4.401670694E-1,7.758487463E-1,2.126741409E-1,9.170161484E-1
2.266743835E1,4.839518070E-1,7.466863394E-1,2.093935013E-1,9.141091178E-1
2.267247375E1,5.515763760E-1,7.164396048E-1,1.560754776E-1,9.175411492E-1
2.267753967E1,6.028257608E-1,6.970351934E-1,1.125221252E-1,9.283954909E-1
2.268257507E1,6.787946224E-1,7.196816206E-1,9.778690338E-2,9.941157141E-1
2.268761047E1,7.395979762E-1,6.479642391E-1,1.849269867E-2,9.834657094E-1
2.269267638E1,7.640115619E-1,6.420651674E-1,3.492546082E-2,9.985895722E-1
2.269771179E1,7.591100335E-1,6.803050041E-1,3.460693359E-2,1.019931655E0
2.270274718E1,7.558581233E-1,6.553748846E-1,-2.074146271E-2,1.000633774E0
2.270781310E1,6.946524978E-1,6.295742989E-1,-1.358432770E-1,9.472904973E-1
2.271284850E1,6.447994113E-1,6.343005896E-1,-1.504697800E-1,9.169213016E-1
2.271791442E1,5.918216109E-1,6.673988104E-1,-1.603879929E-1,9.063102667E-1
2.272294982E1,4.569744468E-1,7.097913027E-1,-2.086935043E-1,8.695874408E-1
2.272798522E1,2.977858186E-1,7.831215858E-1,-1.805877686E-1,8.570692820E-1
2.273302062E1,1.762415767E-1,8.299776316E-1,-2.076120377E-1,8.735140070E-1
2.273808654E1,3.431779146E-2,8.839410543E-1,-1.390504837E-1,8.954688914E-1
2.274312194E1,-2.806311846E-2,9.283411503E-1,-7.300281525E-2,9.316298841E-1
2.274818786E1,-5.924004316E-2,9.442863464E-1,3.359127045E-2,9.467388553E-1
2.275322326E1,-1.412178874E-1,9.558881521E-1,1.376657486E-1,9.760207526E-1
2.275825866E1,-2.019398808E-1,9.557354450E-1,1.961975098E-1,9.963450302E-1
2.276332458E1,-2.676947713E-1,9.365149736E-1,2.642440796E-1,1.009230261E0
2.276835998E1,-3.244206905E-1,8.982387781E-1,3.179216385E-1,1.006556434E0
2.277339538E1,-3.603139520E-1,8.673766851E-1,4.624385834E-1,1.046908736E0
2.277846130E1,-3.899174333E-1,8.581800461E-1,6.140251160E-1,1.124960195E0
2.278346618E1,-4.682853222E-1,8.249115944E-1,7.535705566E-1,1.211461458E0
2.278853210E1,-5.188130736E-1,8.317973614E-1,8.715896606E-1,1.311763085E0
2.279359802E1,-5.797386169E-1,8.882799149E-1,9.728708267E-1,1.439310848E0
2.279863342E1,-6.340561509E-1,8.839207888E-1,1.012035370E0,1.485785568E0
2.280369933E1,-6.601539850E-1,9.574174881E-1,1.146998405E0,1.633418768E0
2.280870422E1,-7.610077858E-1,1.092036724E0,1.281959534E0,1.847998188E0
2.281377013E1,-8.432596326E-1,1.304098487E0,1.342869759E0,2.053060852E0
2.281881927E1,-1.028725743E0,1.603324890E0,1.260406494E0,2.284196114E0
2.282385467E1,-1.227969646E0,1.961709976E0,9.724140167E-1,2.510339520E0
2.282892059E1,-1.354475498E0,2.160467625E0,7.324247360E-1,2.653049232E0
2.283395599E1,-1.212752104E0,2.208475590E0,6.740903854E-1,2.608166012E0
2.283902191E1,-8.856149316E-1,2.171296120E0,6.513156891E-1,2.433732272E0
2.284405731E1,-4.841448665E-1,2.083640575E0,5.396127701E-1,2.206158707E0
2.284912323E1,-1.613311172E-1,1.975395083E0,3.700332642E-1,2.016218758E0
2.285415863E1,-1.051247120E-3,1.833360076E0,4.103298187E-1,1.878717870E0
2.285922455E1,7.328057289E-2,1.598819733E0,6.362600327E-1,1.722330226E0
2.286425995E1,8.391833305E-2,1.300452828E0,9.065275192E-1,1.587454563E0
2.286929535E1,8.436179161E-2,9.785932302E-1,1.328773499E0,1.652392397E0
2.287433075E1,3.105962873E-1,3.114736080E-1,1.661384583E0,1.718628696E0
2.287939667E1,5.607456565E-1,-2.968448400E-1,2.098207474E0,2.192037215E0
2.288443207E1,6.341248155E-1,-8.336106539E-1,2.701503754E0,2.897437408E0
2.288946747E1,4.426572323E-1,-1.390857935E0,3.394707680E0,3.695195726E0
2.289453339E1,1.975351572E-1,-1.896015644E0,3.986611366E0,4.418932637E0
2.289956879E1,8.473968506E-2,-2.423575401E0,4.393934250E0,5.018720627E0
2.290460419E1,9.716761112E-2,-2.794805527E0,4.571528435E0,5.359034587E0
2.290967010E1,-2.581614256E-2,-2.964747667E0,5.311141968E0,6.082649440E0
2.291470550E1,-5.749899149E-2,-3.151306629E0,5.627081871E0,6.449658130E0
2.291977142E1,-9.535253048E-3,-3.335844040E0,5.763735771E0,6.659474185E0
2.292477630E1,6.713581085E-2,-3.479480267E0,5.888821602E0,6.840285813E0
2.292984222E1,2.625539303E-1,-3.519350529E0,5.925754547E0,6.897052244E0
2.293487762E1,4.962607026E-1,-3.614067554E0,5.889074326E0,6.927406108E0
2.293994354E1,7.650732994E-1,-3.620022774E0,5.838629723E0,6.912271629E0
2.294500946E1,1.113896847E0,-3.612224102E0,5.729043961E0,6.863736144E0
2.295001434E1,1.379603148E0,-3.533919096E0,5.500628471E0,6.681975950E0
2.295508026E1,1.688708305E0,-3.359099865E0,5.268314362E0,6.472281194E0
2.296014618E1,1.963530064E0,-3.116974592E0,4.979581833E0,6.194127554E0
2.296518158E1,2.072277784E0,-2.972672939E0,4.553239822E0,5.819202050E0
2.297024750E1,2.182247877E0,-2.799574137E0,3.958465576E0,5.316885448E0
2.297528290E1,2.257452965E0,-2.573541403E0,3.429883957E0,4.845958440E0
2.298031830E1,2.293133020E0,-2.373633146E0,2.879048347E0,4.379670393E0
2.298538422E1,2.295798063E0,-2.056380272E0,2.241594315E0,3.811054138E0
2.299041962E1,2.150892973E0,-1.771417022E0,1.271406174E0,3.062798149E0
2.299545502E1,1.943491459E0,-1.778219223E0,2.199954987E-1,2.643410803E0
2.300049042E1,1.950620890E0,-2.021417379E0,-6.830167770E-1,2.890944827E0
2.300555633E1,2.140745640E0,-1.863343477E0,-1.542924881E0,3.230395950E0
2.301059174E1,2.050949812E0,-1.477189183E0,-2.367133141E0,3.462918180E0
2.301565765E1,2.017569542E0,-1.219761729E0,-3.220328331E0,3.991105122E0
2.302069305E1,2.028882742E0,-1.205934048E0,-3.961790085E0,4.611553186E0
2.302575897E1,1.855944157E0,-1.088407040E0,-4.658723831E0,5.131555937E0
2.303079437E1,1.868554592E0,-9.073669910E-1,-5.440875053E0,5.823910410E0
2.303582977E1,1.899665117E0,-7.312362194E-1,-6.052571297E0,6.385691291E0
2.304089569E1,1.853655577E0,-5.806633234E-1,-6.539747238E0,6.822133305E0
2.304590057E1,1.940798044E0,-4.343940020E-1,-6.831307411E0,7.114924887E0
2.305096649E1,1.981671095E0,-3.199472427E-1,-7.023086548E0,7.304322777E0
2.305603241E1,1.937772751E0,-2.217596769E-1,-7.058135986E0,7.322665102E0
2.306106781E1,1.899654627E0,-1.106364727E-1,-6.941600800E0,7.197690587E0
2.306610321E1,1.854533434E0,-1.328659058E-2,-6.699984550E0,6.951925184E0
2.307113861E1,1.655456066E0,6.787657738E-2,-6.366909027E0,6.578956800E0
2.307620453E1,1.468986869E0,1.486313343E-1,-6.011624336E0,6.190286007E0
2.308127045E1,1.304037809E0,1.710797548E-1,-5.655603409E0,5.806516409E0
2.308630585E1,1.145837545E0,1.821483374E-1,-5.339292526E0,5.463896630E0
2.309134125E1,1.027716875E0,1.860928535E-1,-5.081675529E0,5.187895403E0
2.309640716E1,8.965784907E-1,1.827113628E-1,-4.751107216E0,4.838414638E0
2.310141205E1,7.904375792E-1,1.237719059E-1,-4.431262016E0,4.502909516E0
2.310647796E1,7.259081602E-1,9.994971752E-2,-4.105342865E0,4.170224531E0
2.311154388E1,6.377698183E-1,7.001554966E-2,-3.770811081E0,3.825005716E0
2.311657928E1,4.948289394E-1,5.508005619E-2,-3.417997360E0,3.454069404E0
2.312164520E1,3.211835623E-1,4.753482342E-2,-3.092303276E0,3.109301849E0
2.312665008E1,2.316231728E-1,5.607795715E-2,-2.760018349E0,2.770287948E0
2.313171600E1,1.277278066E-1,7.142639160E-2,-2.495301247E0,2.499588853E0
2.313675140E1,8.416265249E-2,1.957774162E-3,-2.410346985E0,2.411816695E0
2.314178680E1,-1.817494631E-2,2.724087238E-2,-2.239527702E0,2.239767114E0
2.314682220E1,-7.618796825E-2,7.778143883E-2,-2.078588486E0,2.081438121E0
2.315188812E1,-1.854122877E-1,9.415507317E-2,-1.903684616E0,1.915008619E0
2.315692352E1,-3.007653356E-1,4.263412952E-2,-1.559294701E0,1.588608643E0
2.316198944E1,-3.796010017E-1,1.516342163E-4,-1.504788399E0,1.551929466E0
2.316702484E1,-4.519418478E-1,5.946612358E-2,-1.488640785E0,1.556868344E0
2.317206024E1,-4.552283883E-1,1.012035608E-1,-1.424826622E0,1.499201771E0
2.317712616E1,-3.623868823E-1,7.329380512E-2,-1.301541328E0,1.353035869E0
2.318219208E1,-4.384080172E-1,6.197607517E-2,-1.135636330E0,1.218898067E0
2.318722748E1,-5.731218457E-1,5.481219292E-2,-8.696575165E-1,1.042965590E0
2.319226288E1,-6.207651496E-1,-5.331194401E-2,-8.337345123E-1,1.040819279E0
2.319729828E1,-7.491560578E-1,-4.435539246E-2,-4.847545624E-1,8.934143415E-1
2.320236420E1,-9.129557610E-1,-9.284973145E-2,-1.985063553E-1,9.388898057E-1
2.320739960E1,-9.507306218E-1,-2.164623737E-1,3.639221191E-3,9.750681609E-1
2.321246551E1,-1.014969587E0,-2.932603359E-1,2.102384567E-1,1.077202440E0
2.321750091E1,-1.028520107E0,-3.578326702E-1,4.381561279E-1,1.173830747E0
2.322253632E1,-1.019439459E0,-3.718899488E-1,7.853288651E-1,1.339514976E0
2.322757172E1,-1.045161963E0,-3.312134743E-1,1.294729233E0,1.696581763E0
2.323260712E1,-1.024572134E0,-2.944085598E-1,1.810864449E0,2.101345880E0
2.323764252E1,-9.655422568E-1,-2.672413588E-1,2.247756958E0,2.460914695E0
2.324270843E1,-8.641267419E-1,-1.618399620E-1,2.631927490E0,2.774878288E0
2.324777435E1,-7.828092575E-1,-6.077522039E-2,3.004164696E0,3.105074795E0
2.325284027E1,-6.337862015E-1,3.973472118E-2,3.249809265E0,3.311272272E0
2.325787567E1,-4.588616490E-1,2.082651258E-1,3.440831184E0,3.477534704E0
2.326291107E1,-3.090869784E-1,3.968416452E-1,3.589268684E0,3.624343767E0
2.326797699E1,-1.541948318E-1,5.240736604E-1,3.578004837E0,3.619467898E0
2.327298187E1,-5.237245560E-2,6.520755291E-1,3.507706642E0,3.568185990E0
2.327804779E1,3.904247284E-2,7.930598855E-1,3.385591507E0,3.477455700E0
2.328308319E1,4.538571835E-2,9.544397593E-1,3.228454590E0,3.366887904E0
2.328811859E1,-8.111107349E-2,1.105693221E0,2.892827988E0,3.097997784E0
2.329318451E1,-2.012386918E-1,1.211472750E0,2.491265297E0,2.777510759E0
2.329821991E1,-2.997550964E-1,1.315604091E0,2.066820145E0,2.468281336E0
2.330328583E1,-3.593662977E-1,1.397251368E0,1.731812477E0,2.254025283E0
2.330832123E1,-3.437330127E-1,1.399827719E0,1.368891716E0,1.987846713E0
2.331335663E1,-3.673757911E-1,1.453079224E0,1.078489304E0,1.846494890E0
2.331839203E1,-4.343152642E-1,1.473831177E0,7.360525131E-1,1.703696390E0
2.332345795E1,-5.009106994E-1,1.457517624E0,4.348878860E-1,1.601373356E0
2.332849335E1,-5.470394492E-1,1.428916335E0,1.508817673E-1,1.537471743E0
2.333352875E1,-5.555793643E-1,1.383536100E0,-7.538890839E-2,1.492824189E0
2.333859466E1,-5.622259378E-1,1.371597409E0,-3.181381226E-1,1.516109931E0
2.334363007E1,-5.449095964E-1,1.367466927E0,-5.177011490E-1,1.560418772E0
2.334869598E1,-5.079302192E-1,1.349615812E0,-7.817792892E-1,1.640315459E0
2.335376190E1,-5.369734168E-1,1.289876819E0,-9.238510132E-1,1.674999508E0
2.335879730E1,-5.244348049E-1,1.291539192E0,-1.027839661E0,1.731923704E0
2.336386322E1,-5.209972262E-1,1.239569664E0,-1.088944435E0,1.730251729E0
2.336886810E1,-4.935220480E-1,1.270757318E0,-1.121623993E0,1.765340917E0
2.337393402E1,-4.749663472E-1,1.252927423E0,-1.144991875E0,1.762505759E0
2.337899994E1,-3.762852550E-1,1.176814914E0,-1.130426407E0,1.674618702E0
2.338403534E1,-2.575280070E-1,1.142962813E0,-9.942922592E-1,1.536652779E0
2.338907074E1,-2.129371762E-1,1.081611633E0,-8.155050278E-1,1.371230986E0
2.339410614E1,-1.407836080E-1,9.659317732E-1,-6.346263885E-1,1.164300162E0
2.339914154E1,-5.846208334E-2,8.600111008E-1,-4.467592239E-1,9.708917101E-1
2.340420746E1,2.166488767E-2,7.993174791E-1,-3.785810471E-1,8.847041364E-1
2.340924286E1,6.697657704E-2,7.270172834E-1,-3.294935226E-1,8.010031047E-1
2.341430878E1,9.617939591E-2,6.333723068E-1,-2.420873642E-1,6.848483388E-1
2.341934418E1,9.942054749E-2,5.353832245E-1,-1.594486237E-1,5.674006573E-1
2.342441009E1,1.746487617E-1,4.590133429E-1,-7.676219940E-2,4.970793439E-1
2.342944550E1,1.705368459E-1,4.356129169E-1,2.507114410E-2,4.684762443E-1
2.343451141E1,1.705574095E-1,4.123268127E-1,1.819210052E-1,4.818697776E-1
2.343954681E1,2.389338315E-1,3.893405199E-1,3.028221130E-1,5.480662810E-1
2.344458221E1,2.949603200E-1,4.787189960E-1,3.519735336E-1,6.633693058E-1
2.344964813E1,2.984437048E-1,6.992188692E-1,3.749084473E-1,8.476626781E-1
2.345468353E1,2.213391364E-1,1.017624378E0,2.878904343E-1,1.080477344E0
2.345971893E1,3.275218606E-1,1.183565974E0,1.124029160E-1,1.233180198E0
2.346478485E1,4.876864851E-1,1.238835812E0,1.090497971E-1,1.335830878E0
2.346978973E1,6.440033913E-1,1.246823430E0,2.033243179E-1,1.417973840E0
2.347485565E1,7.955787182E-1,1.277603984E0,1.630907059E-1,1.513874504E0
2.347989105E1,9.516214132E-1,1.229268551E0,1.151056290E-1,1.558824490E0
2.348495697E1,1.092751503E0,1.174711585E0,1.237792969E-1,1.609153339E0
2.349002289E1,1.095269918E0,1.167199492E0,3.204765320E-1,1.632383551E0
2.349502777E1,1.156553149E0,1.129720926E0,3.558654785E-1,1.655453049E0
2.350009369E1,1.418800592E0,1.017938137E0,1.240634918E-2,1.746237982E0
2.350515961E1,1.478845835E0,8.617898226E-1,3.161869049E-1,1.740586355E0
2.351016449E1,1.602222085E0,5.149745941E-1,9.677114487E-1,1.941334564E0
2.351523041E1,1.755147457E0,5.408954620E-2,1.605547905E0,2.379338637E0
2.352029632E1,1.805620670E0,-4.434273243E-1,2.199021339E0,2.879685512E0
2.352530121E1,1.660423160E0,-9.676084518E-1,2.937427521E0,3.510235266E0
2.353036712E1,1.750161171E0,-1.442518950E0,3.631825447E0,4.281831515E0
2.353540253E1,1.879012465E0,-1.921559453E0,4.146371841E0,4.941202083E0
2.354046844E1,1.814982772E0,-2.372522831E0,4.854469299E0,5.699903440E0
2.354550384E1,1.661968708E0,-2.796900511E0,5.493162155E0,6.384326348E0
2.355056976E1,1.477684021E0,-3.146602631E0,5.988375664E0,6.924254564E0
2.355557464E1,1.302830219E0,-3.295570135E0,6.495891571E0,7.399645694E0
2.356064056E1,1.062910199E0,-3.243182182E0,6.585301399E0,7.417156010E0
2.356567596E1,9.860132933E-1,-3.400586367E0,6.374321938E0,7.291652077E0
2.357074188E1,9.509120584E-1,-3.430682421E0,6.061772346E0,7.029857722E0
2.357577728E1,8.972640038E-1,-3.252408504E0,5.501952171E0,6.454046906E0
2.358081268E1,8.636429310E-1,-3.047226906E0,4.869857788E0,5.809215593E0
2.358584808E1,8.504585028E-1,-2.835599661E0,4.180011749E0,5.122148312E0
2.359088348E1,8.072603941E-1,-2.694983244E0,3.408713341E0,4.419720655E0
2.359594940E1,7.056894898E-1,-2.471195221E0,2.737866402E0,3.755091997E0
2.360098480E1,5.775617361E-1,-2.296353102E0,1.868459702E0,3.016281947E0
2.360605072E1,4.966358244E-1,-2.095484734E0,8.438320160E-1,2.312953930E0
2.361111664E1,3.357188702E-1,-1.937834501E0,-2.750205994E-2,1.966892493E0
2.361615204E1,1.347523630E-1,-1.761150241E0,-8.798589706E-1,1.973311982E0
2.362121796E1,1.985254884E-2,-1.535692215E0,-1.591391563E0,2.211621986E0
2.362622284E1,-6.618586183E-2,-1.375485539E0,-2.236830711E0,2.626738028E0
2.363125824E1,-3.071334362E-1,-1.168172717E0,-2.835409164E0,3.081964240E0
2.363632416E1,-5.151171684E-1,-1.063501000E0,-3.435212135E0,3.632776141E0
2.364139008E1,-6.322342157E-1,-9.881459475E-1,-4.036535263E0,4.203542488E0
2.364642548E1,-6.822185516E-1,-7.922583818E-1,-4.563183784E0,4.681425183E0
2.365149139E1,-6.848354340E-1,-6.217043400E-1,-5.077643394E0,5.161199308E0
2.365652679E1,-5.882657766E-1,-5.368980169E-1,-5.451364517E0,5.509236899E0
2.366159271E1,-3.759108186E-1,-4.752285480E-1,-5.617928505E0,5.650510756E0
2.366662811E1,-2.735732198E-1,-3.688601255E-1,-5.537347794E0,5.556358581E0
2.367166351E1,-1.809685826E-1,-2.849025726E-1,-5.446759224E0,5.457206717E0
2.367672943E1,2.594029903E-2,-2.689926624E-1,-5.231456757E0,5.238431993E0
2.368176483E1,2.155172825E-1,-3.089597225E-1,-5.013649940E0,5.027781771E0
2.368683075E1,4.229258299E-1,-3.193018436E-1,-4.819527626E0,4.848573652E0
2.369186615E1,5.951436162E-1,-3.456177711E-1,-4.524688721E0,4.576729792E0
2.369690155E1,7.269674540E-1,-4.336144924E-1,-4.169822693E0,4.254870679E0
2.370196747E1,7.296509743E-1,-4.664826393E-1,-3.790730476E0,3.888397374E0
2.370700287E1,7.252345681E-1,-5.361045599E-1,-3.298719406E0,3.419784057E0
2.371203827E1,6.775355935E-1,-6.263465881E-1,-2.722440720E0,2.874551791E0
2.371710419E1,5.936676860E-1,-7.645787001E-1,-2.162137032E0,2.368936144E0
2.372213959E1,5.405910611E-1,-8.951880932E-1,-1.598240852E0,1.909967078E0
2.372717499E1,4.752650261E-1,-1.026301861E0,-1.030561447E0,1.530107595E0
2.373221039E1,4.188808799E-1,-1.092267275E0,-4.683570862E-1,1.260106087E0
2.373727630E1,3.804926872E-1,-1.142194033E0,1.621246338E-4,1.203902787E0
2.374231171E1,2.993998528E-1,-1.163092971E0,5.475339890E-1,1.319931438E0
2.374737762E1,3.258535862E-1,-1.119856715E0,9.036035538E-1,1.475384358E0
2.375238251E1,4.090934396E-1,-1.064299464E0,1.102318764E0,1.585937404E0
2.375744842E1,4.582309723E-1,-1.072936058E0,1.263383865E0,1.719682005E0
2.376248382E1,4.773889482E-1,-1.014865518E0,1.449133873E0,1.832441325E0
2.376751922E1,5.046206117E-1,-9.021642208E-1,1.511279106E0,1.830985194E0
2.377258514E1,4.652330279E-1,-8.117055893E-1,1.493023872E0,1.761938710E0
2.377762054E1,3.904998899E-1,-6.596444845E-1,1.272500992E0,1.485557062E0
2.378265594E1,3.333359659E-1,-4.764970541E-1,1.007629395E0,1.163391295E0
2.378772186E1,3.033230007E-1,-2.879331112E-1,7.485809326E-1,8.574868698E-1
2.379278778E1,2.502434552E-1,-1.460015774E-1,4.689531326E-1,5.512307031E-1
2.379782318E1,1.691309810E-1,2.451026440E-2,2.260169983E-1,2.833544164E-1
2.380288910E1,1.364682913E-1,1.975297928E-1,-4.249668121E-2,2.438187472E-1
2.380792450E1,8.051460981E-2,3.546284437E-1,-3.007650375E-1,4.719147627E-1
2.381299042E1,4.252970219E-3,5.155084133E-1,-4.987373352E-1,7.172906952E-1
2.381802582E1,-2.772128582E-2,6.998361349E-1,-6.939249039E-1,9.859365383E-1
2.382306122E1,-5.757987499E-3,7.238621712E-1,-9.079322815E-1,1.161185009E0
2.382812714E1,-2.748233080E-2,7.819489241E-1,-1.073911667E0,1.328715796E0
2.383316254E1,1.315772533E-2,8.193215132E-1,-1.141760826E0,1.405374915E0
2.383819794E1,1.838487387E-2,8.981876373E-1,-1.123591423E0,1.438588448E0
2.384323334E1,4.094064236E-2,9.512978792E-1,-1.064934731E0,1.428541134E0
2.384829925E1,5.955368280E-2,9.954485893E-1,-1.128433228E0,1.505930305E0
2.385333466E1,4.594963789E-2,9.926686287E-1,-1.215987206E0,1.570390798E0
2.385840057E1,7.211416960E-2,9.715868235E-1,-1.217576981E0,1.559382927E0
2.386343597E1,8.542722464E-2,9.560737610E-1,-1.121342659E0,1.476070529E0
2.386850189E1,7.584327459E-2,9.627794027E-1,-1.070829391E0,1.442002762E0
2.387353729E1,6.934303045E-2,9.846206903E-1,-1.061203003E0,1.449288851E0
2.387857269E1,1.594930887E-1,9.976654053E-1,-9.633197784E-1,1.395979692E0
2.388363861E1,1.810476780E-1,9.540243149E-1,-9.111690521E-1,1.331604182E0
2.388867401E1,1.818591356E-1,9.255131483E-1,-8.592576981E-1,1.275919717E0
2.389370941E1,2.335653305E-1,8.615643978E-1,-7.262163162E-1,1.150754584E0
2.389877533E1,2.640677094E-1,7.837477922E-1,-6.221361160E-1,1.034913380E0
2.390381073E1,2.970219851E-1,7.587722540E-1,-5.062484741E-1,9.592939646E-1
2.390884613E1,2.936999798E-1,6.573104858E-1,-4.096240997E-1,8.283167607E-1
2.391391205E1,2.900310159E-1,5.724844933E-1,-3.202209473E-1,7.172154072E-1
2.391891693E1,2.909372449E-1,4.488848448E-1,-2.642946243E-1,5.966521036E-1
2.392395233E1,2.367534041E-1,3.774522543E-1,-2.178640366E-1,4.959708833E-1
2.392901825E1,2.306634188E-1,2.956845760E-1,-1.713581085E-1,4.123088437E-1
2.393408417E1,1.604312658E-1,2.776443958E-1,-1.654024124E-1,3.608082034E-1
2.393915008E1,7.662916183E-2,2.588102818E-1,-2.191190720E-1,3.476606939E-1
2.394415497E1,1.495552063E-2,2.439942360E-1,-2.009153366E-1,3.164234936E-1
2.394919037E1,-7.240837812E-2,2.666131258E-1,-2.328128815E-1,3.612857178E-1
